Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type,total_transaction_amount,interaction_count
14:00:59,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7512.9,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
14:02:10,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,11905.34,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
14:03:22,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,12550.91,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:04:27,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2044.99,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:05:35,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2521.63,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
14:06:14,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,42541.03,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:06:47,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,232.31,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:07:01,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6725.18,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
14:07:55,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7050.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
14:08:25,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1790.47,Pakistani rupee,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:09:56,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,4872.75,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:10:44,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6190.52,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
14:11:00,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7447.44,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:12:17,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,17018.54,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:12:28,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1235.65,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
14:12:48,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,9250.49,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
14:13:00,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,13041.58,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
14:13:24,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,632.09,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:14:59,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,20520.21,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
14:16:28,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1214.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:17:23,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1138.58,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:18:49,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,904.7,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
14:19:23,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,3570.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:19:55,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,13930.95,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:20:14,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,14595.5,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:20:32,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,423.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
14:22:38,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,4992.47,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
14:23:19,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,4638.37,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
14:23:39,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,9319.83,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
14:24:31,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,17506.45,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:25:17,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,22025.32,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
14:26:29,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10008.07,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
14:27:06,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1800.84,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:27:32,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,360.91,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:29:58,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,11013.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
14:32:17,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,309.98,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:33:30,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1922.19,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:34:35,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6399.78,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
14:35:20,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2266.19,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:37:11,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,4607.87,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:37:54,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,440.15,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:39:01,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,4518.4,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:39:54,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7449.72,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
14:41:19,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,3531.23,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical,16055770.46727,1666
14:41:43,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,8333.04,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
14:43:29,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2975.97,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:44:30,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10088.98,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
14:44:59,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,4856.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
14:46:24,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,9354.07,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical,16055770.46727,1666
14:48:08,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,9877.23,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
14:49:45,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6933.74,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:53:04,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6578.93,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
14:53:30,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,51.15,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:53:42,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,416.99,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:55:52,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5875.1,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
14:56:20,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,64220.61,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual,16055770.46727,1666
14:57:07,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2496.49,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:58:48,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1803.51,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
14:59:06,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7624.33,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
14:59:25,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6196.02,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:00:23,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7077.69,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
15:00:33,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6100.15,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:02:05,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5800.4,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
15:02:20,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2710.02,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:03:20,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6493.55,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
15:03:50,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,15621.16,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:08:22,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,536.33,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:08:48,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,16350.44,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
15:09:00,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,11434.32,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:09:07,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,3981.6,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
15:11:09,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10470.69,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
15:13:21,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,611.52,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:14:07,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1676.13,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:15:20,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7927.34,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
15:16:28,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,442.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:17:29,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,3760.24,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
15:18:07,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5051.93,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:19:17,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5753.82,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:19:41,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10485.74,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:20:19,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,4508.89,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:21:22,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,11917.57,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
15:23:02,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10366.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:23:45,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,4581.29,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:25:43,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6203.11,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:26:23,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6154.89,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
15:27:18,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,3867.95,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:27:27,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,824.04,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:27:48,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,11793.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
15:28:31,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,3880.73,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:28:51,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7656.71,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:34:34,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10727.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
15:35:19,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1685.61,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:35:48,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7049.76,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:36:56,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,604.32,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:37:13,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7454.77,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:39:07,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6688.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
15:39:27,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,44.14,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:40:05,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1790.14,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:41:20,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1763.27,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Foward,16055770.46727,1666
15:41:49,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2622.25,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
15:43:01,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1930.73,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:43:57,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7352.61,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
15:47:53,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,31740.26,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:51:07,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7242.29,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:51:37,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,15980.29,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:53:29,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,8350.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:54:19,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,15720.39,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
15:56:01,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6065.89,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:56:26,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5587.49,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:56:36,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,4757.59,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
15:56:53,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5072.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
15:57:55,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,15102.02,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
16:00:12,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,147.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out,16055770.46727,1666
16:00:56,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6342.13,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
16:03:22,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5679.0,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
16:03:47,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,12034.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group,16055770.46727,1666
16:05:34,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10408.41,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In,16055770.46727,1666
16:07:34,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE6B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,8142.7,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out,16055770.46727,1666
